plotnumber,analysis_name,cover_percent
13,Artemisia_frigida,0.5
13,Astragalus_agrestis,1.75
13,Campanula_rotundifolia,0.5
13,Dasiphora_fruticosa,0.5
13,Elymus_trachycaulus,50
13,Equisetum_hyemale,0.25
13,Erigeron_glabellus,0.01
13,Lupinus_argenteus,0.01
13,Melilotus_officinalis,0.5
13,Poa_pratensis,0.25
13,Potentilla_gracilis,0.25
13,Rosa_acicularis,1.5
13,Solidago_multiradiata,15
13,Solidago_rigida,0.5
13,Stellaria_longipes,0.01
13,Symphyotrichum_ericoides,1.5
13,Taraxacum_officinale,0.5
13,Trifolium_hybridum,31.25
13,Vicia_americana,1.75
14,Actaea_rubra,0.5
14,Amelanchier_alnifolia,0.25
14,Anemone_multifida,0.5
14,Arctostaphylos_uva-ursi,0.25
14,Astragalus_canadensis,0.26
14,Circaea_alpina,0.5
14,Clematis_occidentalis,0.25
14,Cornus_canadensis,1.5
14,Cornus_sericea,0.5
14,Eurybia_conspicua,0.5
14,Fragaria_virginiana,1.5
14,Galium_boreale,0.25
14,Gentianella_amarella,0.5
14,Hieracium_umbellatum,0.25
14,Lathyrus_ochroleucus,1.5
14,Maianthemum_stellatum,0.5
14,Mertensia_paniculata,1.5
14,Orthilia_secunda,1.5
14,Picea_glauca,48.44
14,Populus_tremuloides,38.44
14,Prunus_virginiana,0.25
14,Rosa_acicularis,3
14,Rubus_pubescens,1.5
14,Sanicula_marilandica,0.25
14,Shepherdia_canadensis,1.5
14,Symphoricarpos_occidentalis,3
14,Taraxacum_officinale,0.25
14,Viola_canadensis,1.5
14,Zizia_aptera,0.5
16,Agrimonia_striata,0.25
16,Allium_cernuum,0.5
16,Antennaria_neglecta,1.5
16,Arctostaphylos_uva-ursi,6.5
16,Arnica_chamissonis,0.01
16,Bromus_sitchensis,0.25
16,Calamagrostis_rubescens,62.5
16,Campanula_rotundifolia,3
16,Dasiphora_fruticosa,0.5
16,Fragaria_virginiana,10
16,Galium_boreale,1.5
16,Juniperus_communis,6.5
16,Lathyrus_ochroleucus,1.5
16,Maianthemum_trifolium,0.25
16,Mertensia_paniculata,1.5
16,Pinus_contorta,47.5
16,Prosartes_trachycarpa,0.01
16,Ranunculus_acris,0.25
16,Rosa_acicularis,3
16,Symphoricarpos_albus,10
16,Symphoricarpos_occidentalis,5
16,Symphyotrichum_ciliolatum,1.5
16,Thermopsis_rhombifolia,1.5
16,Vicia_americana,0.25
18,Arctostaphylos_uva-ursi,0.5
18,Fragaria_virginiana,0.25
18,Galium_boreale,0.25
18,Lathyrus_ochroleucus,0.25
18,Linnaea_borealis,3
18,Maianthemum_stellatum,0.01
18,Mertensia_paniculata,0.25
18,Moneses_uniflora,0.25
18,Osmorhiza_depauperata,3
18,Picea_glauca,50.63
18,Pinus_contorta,13
18,Populus_tremuloides,30.5
18,Prosartes_trachycarpa,3
18,Rosa_acicularis,1.75
18,Rubus_idaeus,0.25
18,Symphoricarpos_occidentalis,6.5
18,Vicia_americana,0.5
18,Viola_canadensis,0.5
19,Achillea_millefolium,1.75
19,Agoseris_glauca,0.5
19,Arnica_fulgens,0.5
19,Campanula_rotundifolia,0.5
19,Geum_rivale,0.25
19,Ranunculus_cardiophyllus,0.25
19,Rosa_acicularis,0.25
19,Taraxacum_officinale,0.25
19,Thermopsis_rhombifolia,0.25
19,Vicia_americana,0.25
20,Achillea_millefolium,0.5
20,Amelanchier_alnifolia,6.5
20,Arctostaphylos_uva-ursi,3
20,Astragalus_canadensis,0.5
20,Chamaenerion_angustifolium,0.5
20,Fragaria_virginiana,3
20,Galium_boreale,1.75
20,Geranium_richardsonii,0.5
20,Lathyrus_ochroleucus,1.5
20,Lycopus_uniflorus,0.5
20,Maianthemum_stellatum,0.25
20,Mertensia_paniculata,0.5
20,Orthilia_secunda,0.25
20,Osmorhiza_depauperata,1.75
20,Picea_glauca,3
20,Pinus_contorta,20
20,Populus_tremuloides,13
20,Prosartes_trachycarpa,1.5
20,Pyrola_asarifolia,5
20,Rosa_acicularis,3
20,Rubus_idaeus,0.5
20,Sanicula_marilandica,0.25
20,Shepherdia_canadensis,18.75
20,Symphoricarpos_occidentalis,3
20,Thalictrum_venulosum,0.5
20,Vicia_americana,0.01
20,Viola_canadensis,0.5
20,Zizia_aptera,0.5
21,Achillea_millefolium,1.75
21,Amelanchier_alnifolia,3
21,Anemone_cylindrica,0.25
21,Antennaria_microphylla,0.01
21,Fragaria_virginiana,0.25
21,Galeopsis_tetrahit,0.5
21,Galium_boreale,0.25
21,Geranium_bicknellii,0.01
21,Geum_aleppicum,1.75
21,Lathyrus_ochroleucus,44
21,Lonicera_involucrata,0.25
21,Maianthemum_stellatum,1.5
21,Mentha_arvensis,0.5
21,Mertensia_paniculata,6.5
21,Osmorhiza_depauperata,0.5
21,Picea_glauca,57.5
21,Populus_tremuloides,30.25
21,Ranunculus_abortivus,0.25
21,Ribes_lacustre,0.5
21,Rosa_acicularis,6.5
21,Rubus_idaeus,1.5
21,Shepherdia_canadensis,5
21,Symphoricarpos_albus,1.5
21,Symphoricarpos_occidentalis,6.5
21,Taraxacum_officinale,6.5
21,Thalictrum_venulosum,0.5
21,Urtica_dioica,1.5
21,Vicia_americana,1.5
21,Viola_canadensis,3
22,Amelanchier_alnifolia,1.5
22,Antennaria_neglecta,0.25
22,Arctostaphylos_uva-ursi,0.25
22,Arnica_cordifolia,1
22,Campanula_rotundifolia,0.5
22,Carex_filifolia,48.75
22,Carex_siccata,0.25
22,Elymus_trachycaulus,0.5
22,Hieracium_albiflorum,0.5
22,Juniperus_communis,3
22,Maianthemum_stellatum,0.5
22,Moehringia_lateriflora,1.75
22,Oryzopsis_asperifolia,0.25
22,Osmorhiza_depauperata,0.5
22,Penstemon_procerus,0.5
22,Pinus_contorta,72.5
23,Achillea_millefolium,0.5
23,Antennaria_anaphaloides,0.25
23,Antennaria_neglecta,1.5
23,Arctostaphylos_uva-ursi,5
23,Bromus_sitchensis,3
23,Campanula_rotundifolia,0.5
23,Cerastium_arvense,0.25
23,Cerastium_nutans,0.01
23,Danthonia_intermedia,6.5
23,Dasiphora_fruticosa,1.5
23,Elymus_trachycaulus,3
23,Erigeron_glabellus,0.01
23,Eriocoma_nelsonii,0.5
23,Fragaria_virginiana,20.25
23,Galium_boreale,0.25
23,Geum_aleppicum,0.01
23,Heuchera_richardsonii,0.25
23,Lathyrus_ochroleucus,0.5
23,Melampyrum_lineare,0.25
23,Osmorhiza_depauperata,0.25
23,Picea_glauca,1.51
23,Poa_arida,3
23,Populus_tremuloides,125.5
23,Potentilla_gracilis,0.5
23,Rosa_acicularis,3
23,Symphyotrichum_ciliolatum,0.25
23,Taraxacum_officinale,6.5
23,Thalictrum_venulosum,0.5
23,Vaccinium_cespitosum,1.5
23,Vicia_americana,0.25
23,Viola_canadensis,1.75
24,Amelanchier_alnifolia,14.5
24,Bromus_latiglumis,0.5
24,Bromus_sitchensis,0.5
24,Circaea_alpina,1.5
24,Cornus_sericea,3
24,Danthonia_intermedia,0.5
24,Elymus_glaucus,1.75
24,Festuca_altaica,2.25
24,Fragaria_virginiana,5
24,Galium_boreale,1.5
24,Galium_triflorum,0.5
24,Heracleum_maximum,20
24,Lathyrus_ochroleucus,0.25
24,Maianthemum_stellatum,1.5
24,Mertensia_paniculata,5
24,Moehringia_lateriflora,1.75
24,Osmorhiza_depauperata,10
24,Populus_tremuloides,88
24,Prosartes_trachycarpa,5
24,Ribes_oxyacanthoides,0.25
24,Rosa_acicularis,10
24,Rubus_idaeus,10
24,Symphoricarpos_occidentalis,11.5
24,Taraxacum_officinale,1.75
24,Thalictrum_venulosum,1.5
24,Vicia_americana,3
24,Viola_canadensis,10
25,Achillea_millefolium,3
25,Anemone_multifida,0.25
25,Boechera_stricta,0.25
25,Campanula_rotundifolia,3
25,Cerastium_arvense,0.5
25,Dasiphora_fruticosa,0.5
25,Epilobium_ciliatum,0.25
25,Gaillardia_aristata,0.25
25,Galium_boreale,3
25,Gentianella_amarella,0.25
25,Hedysarum_alpinum,1.75
25,Paronychia_sessiliflora,20.25
25,Rosa_acicularis,3
25,Solidago_canadensis,0.25
25,Thermopsis_rhombifolia,3
25,Tragopogon_dubius,0.01
26,Achillea_millefolium,0.25
26,Antennaria_microphylla,0.25
26,Antennaria_parvifolia,1.5
26,Campanula_rotundifolia,1.75
26,Cerastium_nutans,0.5
26,Elymus_trachycaulus,0.01
26,Eremogone_congesta,10
26,Eriocoma_nelsonii,1.5
26,Fragaria_virginiana,6.5
26,Galium_boreale,3
26,Osmorhiza_depauperata,1.75
26,Penstemon_procerus,2.25
26,Pinus_contorta,62.5
26,Rosa_acicularis,1.5
26,Rubus_idaeus,23.75
26,Schizachne_purpurascens,5
26,Sonchus_arvensis,0.25
26,Symphoricarpos_albus,1.5
26,Thermopsis_rhombifolia,0.25
26,Vaccinium_myrtilloides,5
28,Agrostis_scabra,0.5
28,Amelanchier_alnifolia,0.01
28,Anemone_multifida,0.01
28,Antennaria_microphylla,5
28,Arctostaphylos_uva-ursi,0.25
28,Boechera_stricta,0.01
28,Galium_boreale,0.01
28,Pinus_contorta,97.5
28,Rosa_acicularis,0.5
28,Sedum_lanceolatum,1.51
28,Sonchus_arvensis,0.01
28,Symphoricarpos_albus,0.01
29,Achillea_millefolium,0.25
29,Amelanchier_alnifolia,1.5
29,Anemonastrum_canadense,1.5
29,Antennaria_microphylla,0.25
29,Apocynum_androsaemifolium,10
29,Arctostaphylos_uva-ursi,10
29,Arnica_cordifolia,0.25
29,Campanula_rotundifolia,0.5
29,Castilleja_miniata,3
29,Chamaenerion_angustifolium,0.25
29,Cornus_canadensis,1.5
29,Epilobium_ciliatum,0.01
29,Fragaria_virginiana,1.5
29,Galium_boreale,0.25
29,Geranium_viscosissimum,0.25
29,Juniperus_communis,3
29,Lathyrus_ochroleucus,6.5
29,Linnaea_borealis,3
29,Maianthemum_stellatum,0.25
29,Osmorhiza_longistylis,1.75
29,Packera_indecora,1.5
29,Pinus_contorta,30
29,Prosartes_trachycarpa,1.5
29,Rosa_acicularis,3
29,Rubus_idaeus,5
29,Rubus_pubescens,1.5
29,Shepherdia_canadensis,3
29,Sorbus_scopulina,87.5
29,Symphoricarpos_albus,0.25
29,Thalictrum_dasycarpum,1.5
29,Trifolium_hybridum,3
29,Vaccinium_myrtilloides,0.01
29,Vicia_americana,1.75
29,Viola_canadensis,5
30,Achillea_millefolium,1.75
30,Allium_cernuum,0.5
30,Anemone_multifida,0.25
30,Antennaria_microphylla,10
30,Arctostaphylos_uva-ursi,62.5
30,Campanula_rotundifolia,0.25
30,Danthonia_intermedia,10
30,Dasiphora_fruticosa,5.25
30,Erigeron_caespitosus,0.01
30,Festuca_idahoensis,31.25
30,Galium_boreale,0.25
30,Geum_triflorum,0.01
30,Heuchera_richardsonii,0.25
30,Osmorhiza_longistylis,0.01
30,Pinus_contorta,10
30,Populus_tremuloides,47.36
30,Rosa_acicularis,1.51
30,Sedum_lanceolatum,0.5
30,Sonchus_arvensis,0.5
30,Symphyotrichum_laeve,0.25
30,Thermopsis_rhombifolia,0.01
30,Vaccinium_cespitosum,1.5
30,Viola_canadensis,1.5
31,Achillea_millefolium,0.01
31,Agrostis_scabra,1.5
31,Arctostaphylos_uva-ursi,10
31,Campanula_rotundifolia,0.01
31,Carex_deweyana,1.5
31,Cerastium_arvense,0.25
31,Crataegus_douglasii,1.5
31,Fragaria_virginiana,5.25
31,Galium_boreale,0.25
31,Geum_aleppicum,0.01
31,Heuchera_richardsonii,1.75
31,Lappula_occidentalis,0.5
31,Lathyrus_ochroleucus,5
31,Maianthemum_stellatum,0.25
31,Osmorhiza_longistylis,6.5
31,Picea_glauca,20.52
31,Pinus_contorta,10.01
31,Populus_tremuloides,107.28
31,Potentilla_gracilis,0.5
31,Prosartes_trachycarpa,10
31,Prunus_virginiana,0.01
31,Ribes_oxyacanthoides,1.75
31,Rosa_acicularis,5.25
31,Schizachne_purpurascens,1.5
31,Shepherdia_canadensis,5
31,Sonchus_arvensis,0.25
31,Symphoricarpos_occidentalis,1.5
31,Urtica_dioica,0.5
31,Vaccinium_cespitosum,1.5
31,Vaccinium_myrtilloides,0.25
31,Vicia_americana,10
31,Viola_canadensis,1.5
32,Amelanchier_alnifolia,0.25
32,Anemonastrum_canadense,0.25
32,Antennaria_neglecta,0.5
32,Arctostaphylos_uva-ursi,5
32,Campanula_rotundifolia,0.5
32,Carex_siccata,43.75
32,Chamaenerion_angustifolium,1.5
32,Fragaria_virginiana,0.5
32,Galium_boreale,0.5
32,Juniperus_communis,0.25
32,Juniperus_horizontalis,0.5
32,Mitella_nuda,0.5
32,Oryzopsis_asperifolia,0.5
32,Osmorhiza_longistylis,0.25
32,Pinus_contorta,97.5
32,Populus_tremuloides,0.02
32,Rosa_acicularis,0.5
32,Shepherdia_canadensis,0.5
32,Vaccinium_cespitosum,20.25
32,Viola_canadensis,3
33,Achillea_millefolium,0.25
33,Amelanchier_alnifolia,3
33,Antennaria_parvifolia,5
33,Arctostaphylos_uva-ursi,3
33,Campanula_rotundifolia,0.25
33,Crataegus_douglasii,0.5
33,Dasiphora_fruticosa,0.26
33,Festuca_idahoensis,0.5
33,Fragaria_virginiana,20
33,Galium_boreale,0.25
33,Geum_triflorum,0.25
33,Heuchera_richardsonii,1.75
33,Lathyrus_ochroleucus,10
33,Maianthemum_stellatum,0.5
33,Orthilia_secunda,0.25
33,Osmorhiza_longistylis,1.75
33,Populus_tremuloides,87.5
33,Potentilla_gracilis,0.5
33,Rosa_acicularis,14.5
33,Sonchus_arvensis,1.75
33,Stellaria_borealis,0.25
33,Thermopsis_rhombifolia,0.5
33,Vicia_americana,0.5
33,Viola_canadensis,0.5
34,Achillea_millefolium,6.5
34,Allium_cernuum,0.25
34,Anemone_multifida,1.75
34,Antennaria_microphylla,0.01
34,Artemisia_frigida,0.5
34,Campanula_rotundifolia,44
34,Cinna_latifolia,3
34,Erigeron_glabellus,0.25
34,Gaillardia_aristata,0.5
34,Galium_boreale,3
34,Geum_triflorum,5.25
34,Hedysarum_boreale,1.75
34,Oxytropis_campestris,1.51
34,Potentilla_pensylvanica,0.25
34,Sisyrinchium_montanum,0.01
34,Sonchus_arvensis,5.25
34,Taraxacum_officinale,0.25
34,Thermopsis_rhombifolia,6.5
35,Achillea_millefolium,0.5
35,Agrostis_scabra,5
35,Antennaria_microphylla,3
35,Campanula_rotundifolia,0.5
35,Chamaenerion_angustifolium,0.01
35,Dasiphora_fruticosa,3
35,Erigeron_glabellus,3
35,Eriocoma_nelsonii,5
35,Fragaria_virginiana,3
35,Gaillardia_aristata,0.5
35,Galium_boreale,3
35,Hypopitys_monotropa,0.01
35,Juniperus_communis,10
35,Lathyrus_ochroleucus,1.5
35,Lysimachia_borealis,0.5
35,Osmorhiza_longistylis,1.75
35,Pinus_contorta,0.01
35,Poa_pratensis,5
35,Populus_tremuloides,150.5
35,Potentilla_gracilis,0.01
35,Rosa_arkansana,0.5
35,Sonchus_arvensis,0.5
35,Symphoricarpos_occidentalis,1.5
35,Thermopsis_rhombifolia,3
35,Tragopogon_dubius,0.01
35,Viola_canadensis,0.25
35,Zizia_aptera,0.26
36,Achillea_millefolium,0.5
36,Allium_cernuum,0.01
36,Anemone_multifida,0.25
36,Artemisia_frigida,0.5
36,Campanula_rotundifolia,0.25
36,Cerastium_arvense,0.25
36,Comarum_palustre,0.25
36,Danthonia_intermedia,0.25
36,Dasiphora_fruticosa,20
36,Elaeagnus_commutata,4.46
36,Fragaria_virginiana,0.25
36,Galium_boreale,0.5
36,Gentianella_amarella,0.5
36,Geum_triflorum,0.25
36,Hesperostipa_curtiseta,0.25
36,Heuchera_richardsonii,0.01
36,Juniperus_horizontalis,0.5
36,Poa_pratensis,0.25
36,Potentilla_argentea,0.25
36,Rosa_acicularis,5.25
36,Solidago_mollis,0.25
36,Sonchus_arvensis,0.25
36,Symphyotrichum_ciliolatum,0.25
36,Thermopsis_rhombifolia,0.25
36,Vicia_americana,0.5
37,Achillea_millefolium,0.25
37,Carex_saximontana,1.5
37,Chamaenerion_angustifolium,0.25
37,Elymus_trachycaulus,0.01
37,Galium_boreale,0.5
37,Galium_triflorum,0.25
37,Hackelia_deflexa,0.5
37,Lathyrus_ochroleucus,0.5
37,Maianthemum_stellatum,0.01
37,Mertensia_paniculata,0.5
37,Osmorhiza_depauperata,0.01
37,Picea_glauca,102.25
37,Populus_tremuloides,0.76
37,Prosartes_trachycarpa,0.5
37,Prunus_virginiana,0.25
37,Ranunculus_acris,0.5
37,Ribes_lacustre,0.01
37,Ribes_oxyacanthoides,0.25
37,Rosa_acicularis,0.5
37,Rubus_idaeus,1.5
37,Shepherdia_canadensis,0.5
37,Sonchus_arvensis,1.5
37,Symphoricarpos_occidentalis,3
37,Thalictrum_venulosum,0.5
37,Vicia_americana,0.5
37,Viola_canadensis,3
38,Achillea_millefolium,0.5
38,Amelanchier_alnifolia,5
38,Anemone_multifida,0.01
38,Apocynum_androsaemifolium,0.25
38,Arctostaphylos_uva-ursi,5
38,Chamaenerion_angustifolium,0.01
38,Fragaria_virginiana,18.75
38,Galium_boreale,1.75
38,Juniperus_communis,1.5
38,Lathyrus_ochroleucus,0.01
38,Osmorhiza_longistylis,3
38,Picea_glauca,0.01
38,Pinus_contorta,72.5
38,Poa_nemoralis,5
38,Populus_tremuloides,19.73
38,Ribes_oxyacanthoides,0.01
38,Rosa_acicularis,1.5
38,Rubus_idaeus,1.5
38,Schizachne_purpurascens,5
38,Vaccinium_cespitosum,5
38,Vicia_americana,0.5
38,Viola_canadensis,0.5
39,Amelanchier_alnifolia,0.5
39,Anemone_multifida,0.25
39,Antennaria_microphylla,0.5
39,Arctostaphylos_uva-ursi,1.75
39,Campanula_rotundifolia,0.01
39,Fragaria_virginiana,3
39,Galium_boreale,0.25
39,Hedysarum_alpinum,0.5
39,Moehringia_lateriflora,0.25
39,Osmorhiza_depauperata,0.25
39,Picea_glauca,10
39,Pinus_contorta,73.26
39,Poa_arida,87.5
39,Pyrola_asarifolia,0.25
39,Rosa_acicularis,1.5
39,Rubus_idaeus,10
39,Sonchus_arvensis,0.5
39,Symphoricarpos_occidentalis,0.5
39,Thermopsis_rhombifolia,0.5
39,Vaccinium_cespitosum,1.5
39,Viola_canadensis,1.5
40,Achillea_millefolium,0.5
40,Allium_cernuum,0.5
40,Campanula_rotundifolia,0.25
40,Danthonia_intermedia,43.75
40,Elymus_trachycaulus,43.75
40,Erigeron_strigosus,0.25
40,Gaillardia_aristata,0.25
40,Geum_triflorum,0.25
40,Helictochloa_hookeri,43.75
40,Hesperostipa_curtiseta,0.5
40,Paronychia_sessiliflora,0.25
40,Potentilla_norvegica,0.25
40,Ranunculus_acris,1.75
40,Rosa_arkansana,1.5
40,Thermopsis_rhombifolia,1.5
40,Vicia_americana,0.26
41,Achillea_millefolium,0.25
41,Agoseris_glauca,0.5
41,Allium_cernuum,0.25
41,Anemone_multifida,0.25
41,Arctostaphylos_uva-ursi,11.5
41,Campanula_rotundifolia,0.26
41,Danthonia_intermedia,37.5
41,Dasiphora_fruticosa,0.5
41,Elymus_trachycaulus,5.25
41,Fragaria_virginiana,1.5
41,Galium_boreale,1.75
41,Geum_triflorum,0.5
41,Heuchera_richardsonii,1.5
41,Juniperus_communis,3
41,Moehringia_lateriflora,0.25
41,Osmorhiza_depauperata,0.25
41,Poa_pratensis,0.5
41,Populus_tremuloides,87.76
41,Prosartes_trachycarpa,0.5
41,Rosa_acicularis,1.5
41,Sonchus_arvensis,1.5
41,Symphoricarpos_albus,0.5
41,Symphyotrichum_ciliolatum,0.5
41,Thermopsis_rhombifolia,0.5
41,Vicia_americana,0.25
42,Antennaria_microphylla,0.5
42,Antennaria_neglecta,0.01
42,Hieracium_umbellatum,0.01
42,Pinus_contorta,97.5
43,Achillea_millefolium,0.25
43,Agoseris_glauca,1.5
43,Arctostaphylos_uva-ursi,48.75
43,Campanula_rotundifolia,0.5
43,Chamaenerion_angustifolium,0.01
43,Danthonia_intermedia,43.75
43,Dasiphora_fruticosa,19
43,Fragaria_virginiana,0.5
43,Galium_boreale,1.75
43,Geum_triflorum,1.75
43,Hedysarum_alpinum,1.5
43,Pinus_contorta,13
43,Prosartes_trachycarpa,0.5
43,Rosa_acicularis,0.5
43,Sonchus_arvensis,1.5
43,Stellaria_longipes,0.5
43,Symphoricarpos_albus,0.5
43,Thermopsis_rhombifolia,0.25
43,Vaccinium_cespitosum,10
43,Viola_canadensis,5.25
44,Agrostis_scabra,5
44,Amelanchier_alnifolia,43.75
44,Carex_siccata,5
44,Cornus_canadensis,0.5
44,Elymus_trachycaulus,5
44,Galium_boreale,0.25
44,Geum_aleppicum,0.25
44,Heuchera_richardsonii,0.5
